Address,Property_Info,Agent_logo,Agent,Agent_photo,Status,Price,Bedrooms,Bathrooms,Car_park,Size,Size_unit,Type,Sold_date
"15 Hinton Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128419534,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Benny Liu,https://i2.au.reastatic.net/150x200/2df9bcf70011590cf91e162fc96320d5310577d3017639a5b24131a49111f671/main.jpg,Sold,"$523,000",3,2,,615,m²,House,Sold on 10 Jul 2018
"6 Commoron Cres, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128534398,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$557,000",3,1,2,619,m²,House,Sold on 07 Jul 2018
"8/12 Marika Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127871494,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,,,Sold,"$341,000",4,1,1,,,Townhouse,Sold on 04 Jul 2018
"8/16 Lakefield Place, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127837642,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Geoff Sellars,https://i2.au.reastatic.net/150x200/2d4d306d7c8babb4f50f1bbc409204004326e9a92d3fb8d88b8d339a0a175893/main.jpg,Sold,"$320,000",3,2,1,,,Townhouse,Sold on 29 Jun 2018
"14/40 Lakefield Place, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-128260214,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$415,000",3,2,2,,,Townhouse,Sold on 27 Jun 2018
"29/36 Rushton Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-128423870,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Michael Mau,https://i2.au.reastatic.net/150x200/1f91dd10c928b4c0b4aefdf6f1a2ee3211f28de6d5e5710b92a346481b7c2844/main.jpg,Sold,"$310,000",3,2,1,,,Townhouse,Sold on 27 Jun 2018
"41 Calliope Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128553758,https://i2.au.reastatic.net/340x64/02e5daf998da35218a6c3b3a0565ce1f328a158e41712f9e0030ade93ae92de2/logo.jpg,,,Sold,"$533,000",3,1,1,558,m²,House,Sold on 26 Jun 2018
"8 Sentry Place, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128225062,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$950,000",6,3,2,800,m²,House,Sold on 25 Jun 2018
"66/134 Hill Road, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127144666,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$305,000",3,2,1,,,Townhouse,Sold on 22 Jun 2018
"3 Murgon Court, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127897206,https://i2.au.reastatic.net/340x64/5189ecc0d52fa13cb364635d9aeb8b628e45acfea27eb8a18e6d42cfc047cc2b/logo.jpg,Happy Helen,https://i2.au.reastatic.net/150x200/ea168175cc1ecd3e08f84c564db3832d8989da2338d3d75e7b53c7e089965630/main.jpg,Sold,"$843,000",4,2,2,801,m²,House,Sold on 20 Jun 2018
"12 Ironwood Close, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128310530,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Karl Gillespie,https://i2.au.reastatic.net/150x200/f5e6d6853b48b6a024fda5d0155ba60e23475aebca7fba76f281a8b7462d9b85/main.jpg,Sold,"$700,000",4,2,2,680,m²,House,Sold on 18 Jun 2018
"33/134 Hill Road, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127675390,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,,,Sold,"$303,000",3,2,2,,m²,Townhouse,Sold on 15 Jun 2018
"13/62 Victor Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127945482,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$265,000",3,1,1,124,m²,Townhouse,Sold on 15 Jun 2018
"13 Ironwood Close, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128246550,https://i2.au.reastatic.net/340x64/02e5daf998da35218a6c3b3a0565ce1f328a158e41712f9e0030ade93ae92de2/logo.jpg,,,Sold,"$700,000",5,2,2,681,m²,House,Sold on 13 Jun 2018
"26/2 Corella Place, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-128190254,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Emily Xiong,https://i2.au.reastatic.net/150x200/d8a1d93a0740bbbaa88c5015863d2dae840ad32be0df2268776899c24f90735e/main.jpg,Sold,"$360,000",3,1,2,,,Townhouse,Sold on 13 Jun 2018
"3 Murrumba Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128006610,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Benny Liu,https://i2.au.reastatic.net/150x200/2df9bcf70011590cf91e162fc96320d5310577d3017639a5b24131a49111f671/main.jpg,Sold,"$556,000",3,2,2,,,House,Sold on 12 Jun 2018
"1/89 Daw Road, Runcorn",https://www.realestate.com.au/sold/property-villa-qld-runcorn-128059542,https://i2.au.reastatic.net/340x64/210ccf5b72623e2b3d8e261ea8704808772d4e114c03b03c758194d9169866fa/logo.jpg,Howard Groos,https://i2.au.reastatic.net/150x200/4f8869043735a108fb14174e3eeba44694884fc1242dabcea7c2f5e0e484e586/main.jpg,Sold,"$425,000",3,2,1,,,Villa,Sold on 05 Jun 2018
"43/36 Rushton St, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127528058,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ash Chawla,https://i2.au.reastatic.net/150x200/6abddf9f4a200eb1d4e0795bafc5c3d9e16b0061e699f85cd908062771ca072d/main.jpg,Sold,"$309,000",3,2,1,128,m²,Townhouse,Sold on 05 Jun 2018
"7 Lee Close, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127720210,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,"$358,000",2,1,1,363,m²,House,Sold on 04 Jun 2018
"40/82 Daw Road, Runcorn",https://www.realestate.com.au/sold/property-villa-qld-runcorn-127638066,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$355,000",3,2,1,,,Villa,Sold on 04 Jun 2018
"16 Tanglewood Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127953606,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Karl Gillespie,https://i2.au.reastatic.net/150x200/f5e6d6853b48b6a024fda5d0155ba60e23475aebca7fba76f281a8b7462d9b85/main.jpg,Sold,"$545,000",3,2,2,580,m²,House,Sold on 28 May 2018
"27/82 Daw Road, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127586842,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$372,000",3,2,1,,,Townhouse,Sold on 15 May 2018
"62 PINE STREET, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128207766,https://i2.au.reastatic.net/340x64/02e5daf998da35218a6c3b3a0565ce1f328a158e41712f9e0030ade93ae92de2/logo.jpg,,,Sold,"$635,000",3,2,2,714,m²,House,Sold on 14 May 2018
"29 Bruna Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127328762,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Karl Gillespie,https://i2.au.reastatic.net/150x200/f5e6d6853b48b6a024fda5d0155ba60e23475aebca7fba76f281a8b7462d9b85/main.jpg,Sold,"$561,104",3,1,2,654,m²,House,Sold on 08 May 2018
"3 Sirett Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128136658,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,,,Sold,"$638,000",4,2,1,633,m²,House,Sold on 02 May 2018
"50/82 Daw Road, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126530706,https://i2.au.reastatic.net/340x64/1efed29cee9e2e75cad89380382234de375d0caff4076f0204a2ce02b40a8614/logo.jpg,Ryan Hickey,https://i2.au.reastatic.net/150x200/d6032364e3c64536778a7a27d2b8109843939c47206dc1d9757269bd44d1305a/main.jpg,Sold,"$380,000",3,2,2,144,m²,Townhouse,Sold on 02 May 2018
"15 Cavill Place, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-128062442,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Benny Liu,https://i2.au.reastatic.net/150x200/2df9bcf70011590cf91e162fc96320d5310577d3017639a5b24131a49111f671/main.jpg,Sold,"$521,000",3,2,2,469,m²,House,Sold on 01 May 2018
"4/12 Marika St, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127670606,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$357,000",3,1,2,172,m²,Townhouse,Sold on 28 Apr 2018
"20 Hollywood Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127955946,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$638,000",3,2,2,665,m²,House,Sold on 23 Apr 2018
"5 Carron Court, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127596126,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Owen Chen,https://i2.au.reastatic.net/150x200/a8b36d058103a0a238322f816843e062ddbc23c08471450ee4ff93f35fb0731f/main.jpg,Sold,"$658,000",4,2,2,774,m²,House,Sold on 19 Apr 2018
"72/122 Brandon Road, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127652574,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,David Ross,https://i2.au.reastatic.net/150x200/f6c4e8b009af0bf3e8a8d9bbf72024ab644d4bee361288fa3f712cb847eca0d9/main.jpg,Sold,"$330,000",4,2,1,,,Townhouse,Sold on 16 Apr 2018
"17 Grenadier Court, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127577266,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$670,000",4,3,3,756,m²,House,Sold on 13 Apr 2018
"58 Dew Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127822894,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Jackson Chow,https://i2.au.reastatic.net/150x200/4a6873ec60a3c421dadb9835ca1e139a3de77b6b3d1f5a181424e06a9896ff92/main.jpg,Sold,"$490,000",3,2,,478,m²,House,Sold on 13 Apr 2018
"18 Hill Road, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127437562,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Michael Liu,https://i2.au.reastatic.net/150x200/56c05fe9288571127af2ab35ccdb20d49d95b587867d839ddb1bb19e4f400645/main.jpg,Sold,"$444,000",3,1,1,300,m²,House,Sold on 03 Apr 2018
"14 Comet St, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127596494,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$588,000",4,1,2,555,m²,House,Sold on 29 Mar 2018
"47 Victor Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127328854,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$606,888",4,2,3,770,m²,House,Sold on 13 Mar 2018
"61/40 Glenefer Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127010322,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Peter Florentzos,https://i2.au.reastatic.net/150x200/84ea12367769ad5dbeb41bbefb7309721995ae91c7f6a2b1a5020cd2fc86afde/main.jpg,Sold,"$339,000",3,2,1,123,m²,Townhouse,Sold on 13 Mar 2018
"71/8 Diamond Place, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126508606,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$347,000",3,2,1,,,Townhouse,Sold on 06 Mar 2018
"274 Daw Road, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127181542,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$588,888",4,2,3,666,m²,House,Sold on 05 Mar 2018
"6 Rosewood Place, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127464446,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Benny Liu,https://i2.au.reastatic.net/150x200/2df9bcf70011590cf91e162fc96320d5310577d3017639a5b24131a49111f671/main.jpg,Sold,"$655,000",4,2,2,514,m²,House,Sold on 03 Mar 2018
"12/5 Hillview Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-127305150,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$374,000",3,1,1,,,Townhouse,Sold on 02 Mar 2018
"3/93 Penarth Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126942258,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Sim Gill,https://i2.au.reastatic.net/150x200/567c1350bfede4c62a30a8e23916cc5eb99f5eb5384737f0ee35b4b4dc26c732/main.jpg,Sold,"$371,000",3,2,1,,m²,Townhouse,Sold on 26 Feb 2018
"19 Tanglewood Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126665054,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$540,000",4,1,1,600,m²,House,Sold on 23 Feb 2018
"11 Barcoo Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127260358,https://i2.au.reastatic.net/340x64/08a36e4e73e97cd381ce34a048f97fddea805f72397d8ec1a0d2b1621d442b95/logo.gif,Mike Kelly,https://i2.au.reastatic.net/150x200/bb9a8a054f21e41208e6598c088d9ac7ce11b26353831bf3f37956c6b8a41df1/main.jpg,Sold,"$547,000",4,1,2,555,m²,House,Sold on 16 Feb 2018
"27 Adamson Way, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126969910,https://i2.au.reastatic.net/340x64/94a68dc77119e4fcd38eff2ce2d375ae09f70c4a0d0f8e0108111a0f883f7c4f/logo.jpg,,,Sold,"$513,000",4,1,1,,,House,Sold on 07 Feb 2018
"5/2 Corella Place, Runcorn",https://www.realestate.com.au/sold/property-villa-qld-runcorn-126832698,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$281,000",2,1,1,,,Villa,Sold on 05 Feb 2018
"1 Barcoo Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-127174882,https://i2.au.reastatic.net/340x64/94a68dc77119e4fcd38eff2ce2d375ae09f70c4a0d0f8e0108111a0f883f7c4f/logo.jpg,,,Sold,"$520,000",2,1,2,,,House,Sold on 31 Jan 2018
"53/20 Young Place, Runcorn",https://www.realestate.com.au/sold/property-villa-qld-runcorn-125924614,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Jackson Chow,https://i2.au.reastatic.net/150x200/4a6873ec60a3c421dadb9835ca1e139a3de77b6b3d1f5a181424e06a9896ff92/main.jpg,Sold,"$348,000",3,2,1,282,m²,Villa,Sold on 25 Jan 2018
"25/83 Persse Road, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126180206,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$320,000",3,2,2,,,Townhouse,Sold on 10 Jan 2018
"62/62 Brandon Road, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126256266,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,David Ross,https://i2.au.reastatic.net/150x200/f6c4e8b009af0bf3e8a8d9bbf72024ab644d4bee361288fa3f712cb847eca0d9/main.jpg,Sold,"$327,000",3,2,2,,,Townhouse,Sold on 08 Jan 2018
"24/62 Victor Street, Runcorn",https://www.realestate.com.au/sold/property-villa-qld-runcorn-127040674,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$276,000",2,1,1,,,Villa,Sold on 08 Jan 2018
"1/9 Premworth Place, Runcorn",https://www.realestate.com.au/sold/property-villa-qld-runcorn-126045498,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$302,000",2,1,1,222,m²,Villa,Sold on 31 Dec 2017
"52 Eucalyptus Crescent, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126299830,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Emily Xiong,https://i2.au.reastatic.net/150x200/d8a1d93a0740bbbaa88c5015863d2dae840ad32be0df2268776899c24f90735e/main.jpg,Sold,"$405,000",3,1,1,306,m²,House,Sold on 21 Dec 2017
"2/40 Lakefield Place, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-125749834,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$407,000",3,2,2,,,Townhouse,Sold on 18 Dec 2017
"19 Wivenhoe Place, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126672326,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,,,Sold,"$654,000",4,2,2,449,m²,House,Sold on 14 Dec 2017
"55/40 Lakefield Place, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126392886,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,,,Sold,"$450,000",3,2,2,,,Townhouse,Sold on 13 Dec 2017
"11/93 Penarth Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126313566,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Wayne Morgan,https://i2.au.reastatic.net/150x200/fafc9e5ef13113b2dd5b4787478421b9b80c2bb127bbfe413f3e844f6feabfd8/main.jpg,Sold,"$351,400",3,2,1,,,Townhouse,Sold on 13 Dec 2017
"36 Springsure Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126213506,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,Solomon Michael,https://i2.au.reastatic.net/150x200/776aaecf5a793ee1a7889f159b912aaee679bc4bfa13668bd566fd65993dc8b9/main.jpg,Sold,"$585,000",4,2,2,450,m²,House,Sold on 11 Dec 2017
"7/5 Hillview Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126597022,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$353,000",3,1,1,,,Townhouse,Sold on 11 Dec 2017
"43/9 Hillview Street, Runcorn",https://www.realestate.com.au/sold/property-villa-qld-runcorn-126714638,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$368,000",3,1,1,,,Villa,Sold on 04 Dec 2017
"10 Ferntree Court, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126720706,https://i2.au.reastatic.net/340x64/2428f5b556d11b8b8ee508f0bcdeb2adea5a3c3ef28b644ee667331ecb3bf81d/logo.gif,Steve Song,https://i2.au.reastatic.net/150x200/12255cee817509d061d12f14cc9d682965ee6bfdd00f8f257f127bb6f0625382/main.jpg,Sold,"$568,000",4,2,4,726,m²,House,Sold on 30 Nov 2017
"3/40 Glenefer Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126616318,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$285,000",2,2,1,,,Townhouse,Sold on 30 Nov 2017
"13/77 Nursery Avenue, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126249826,https://i2.au.reastatic.net/340x64/594b0868d995b4188e967f2bef9024a9078e6cc6c170d47923627f990945aab1/logo.gif,Howard Tsang,https://i2.au.reastatic.net/150x200/2d6cb726bdc708ec3143e68ccd3eb5adaed37b271f9d7cb6ef1be1a2765f1b71/main.jpg,Sold,"$318,000",2,1,2,,,Townhouse,Sold on 27 Nov 2017
"2 Woorabinda Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126791394,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Benny Liu,https://i2.au.reastatic.net/150x200/2df9bcf70011590cf91e162fc96320d5310577d3017639a5b24131a49111f671/main.jpg,Sold,"$773,000",4,2,4,716,m²,House,Sold on 25 Nov 2017
"13/14-20 Elite Street, Runcorn",https://www.realestate.com.au/sold/property-townhouse-qld-runcorn-126332042,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$305,000",3,2,1,137,m²,Townhouse,Sold on 23 Nov 2017
"63 Springsure Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126448158,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Emily Xiong,https://i2.au.reastatic.net/150x200/d8a1d93a0740bbbaa88c5015863d2dae840ad32be0df2268776899c24f90735e/main.jpg,Sold,"$660,000",4,2,3,640,m²,House,Sold on 21 Nov 2017
"31 Dolomite Street, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126506646,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Owen Chen,https://i2.au.reastatic.net/150x200/a8b36d058103a0a238322f816843e062ddbc23c08471450ee4ff93f35fb0731f/main.jpg,Sold,"$705,000",4,3,2,671,m²,House,Sold on 20 Nov 2017
"16 Vista Circuit, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126569734,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Emily Xiong,https://i2.au.reastatic.net/150x200/d8a1d93a0740bbbaa88c5015863d2dae840ad32be0df2268776899c24f90735e/main.jpg,Sold,"$588,888",4,1,1,435,m²,House,Sold on 20 Nov 2017
"33 Shapcott Place, Runcorn",https://www.realestate.com.au/sold/property-house-qld-runcorn-126620738,https://i2.au.reastatic.net/340x64/210ccf5b72623e2b3d8e261ea8704808772d4e114c03b03c758194d9169866fa/logo.jpg,Howard Groos,https://i2.au.reastatic.net/150x200/4f8869043735a108fb14174e3eeba44694884fc1242dabcea7c2f5e0e484e586/main.jpg,Sold,"$520,000",4,1,2,469,m²,House,Sold on 20 Nov 2017
