Address,Property_Info,Agent_logo,Agent,Agent_photo,Status,Bedrooms,Bathrooms,Car_park,Size_unit,Type,Sold_date,Suburb,Price,Size,Sold_year
"6 Batford Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-118842087,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,unknown,unknown,Sold,5.0,3.0,1.0,m²,House,2015-02-25, Sunnybank,640000.0,0.0,2015
"578 Beenleigh Rd, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-118630547,https://i2.au.reastatic.net/340x64/d7983c8b6259685e7cb7a854e0ab635407f1aa63394b1c783167cfc08d412736/logo.gif,unknown,unknown,Sold,3.0,1.0,8.0,m²,House,2015-02-06, Sunnybank,510000.0,0.0,2015
"55 Shelley St, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-118600591,https://i2.au.reastatic.net/340x64/530f4c9b8f30b72e42e960cdf8d1a22a8d19ac590650f2afffd2c7fe69f71616/logo.gif,unknown,unknown,Sold,3.0,1.0,1.0,m²,House,2015-02-04, Sunnybank,545000.0,607.0,2015
"1 Narooma St, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-118690659,unknown,unknown,unknown,Sold,4.0,2.0,1.0,m²,House,2015-01-10, Sunnybank,386000.0,653.0,2015
"383 Mccullough St, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-118135719,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,unknown,unknown,Sold,3.0,2.0,2.0,m²,House,2014-11-11, Sunnybank,615000.0,607.0,2014
"1A Arcoona Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-117737679,https://i2.au.reastatic.net/340x64/458a36f2d414eda461f539c23ce76dfe3f86b5c442b88f5650ace08ab984116b/logo.gif,unknown,unknown,Sold,5.0,3.0,2.0,m²,House,2014-09-18, Sunnybank,835000.0,0.0,2014
"399 Mccullough St, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-117534695,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,unknown,unknown,Sold,4.0,2.0,2.0,m²,House,2014-09-18, Sunnybank,560000.0,748.0,2014
"7 Lawford Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-117656071,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,unknown,unknown,Sold,3.0,1.0,1.0,m²,House,2014-09-04, Sunnybank,450000.0,617.0,2014
"22 Keats St, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116999483,https://i2.au.reastatic.net/340x64/530f4c9b8f30b72e42e960cdf8d1a22a8d19ac590650f2afffd2c7fe69f71616/logo.gif,unknown,unknown,Sold,4.0,1.0,2.0,m²,House,2014-08-07, Sunnybank,500000.0,0.0,2014
"10/8 Deason Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-117490499,unknown,unknown,unknown,Sold,3.0,2.0,2.0,m²,Townhouse,2014-07-28, Sunnybank,403000.0,119.0,2014
"10 Wana Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116873003,unknown,unknown,unknown,Sold,3.0,1.0,2.0,m²,House,2014-05-28, Sunnybank,510000.0,0.0,2014
"6 Dema Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116842879,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,unknown,unknown,Sold,3.0,1.0,1.0,m²,House,2014-05-24, Sunnybank,621000.0,692.0,2014
"12/12 Wen Place, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116722151,unknown,unknown,unknown,Sold,5.0,4.0,3.0,m²,House,2014-05-22, Sunnybank,966000.0,521.0,2014
"27 Pengana Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116360519,unknown,unknown,unknown,Sold,3.0,2.0,2.0,m²,House,2014-05-16, Sunnybank,630000.0,0.0,2014
"8 Erna Court, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-114480723,unknown,unknown,unknown,Sold,4.0,2.0,2.0,m²,House,2014-05-15, Sunnybank,790000.0,0.0,2014
"29 Narooma Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116466355,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxNzAiIGhlaWdodD0iMzIiPjwvc3ZnPgo=",unknown,unknown,Sold,6.0,2.0,2.0,m²,House,2014-04-12, Sunnybank,571000.0,627.0,2014
"92 Valhalla Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116384263,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,unknown,unknown,Sold,4.0,2.0,2.0,m²,House,2014-04-05, Sunnybank,677000.0,655.0,2014
"192 Young Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116393451,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,unknown,unknown,Sold,3.0,1.0,1.0,m²,House,2014-04-05, Sunnybank,602000.0,609.0,2014
"25 Lyell Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-115969675,https://i2.au.reastatic.net/340x64/3a2515bd95eb03392b23a3de47595daa61eeaf696f3a843ee105e9cd6e7d44f2/logo.jpg,unknown,unknown,Sold,4.0,2.0,2.0,m²,House,2014-04-04, Sunnybank,545000.0,607.0,2014
"174 Station Road, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116221895,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,unknown,unknown,Sold,5.0,3.0,2.0,m²,House,2014-03-22, Sunnybank,931000.0,1011.0,2014
"4 Pengana St, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-115766551,https://i2.au.reastatic.net/340x64/530f4c9b8f30b72e42e960cdf8d1a22a8d19ac590650f2afffd2c7fe69f71616/logo.gif,unknown,unknown,Sold,4.0,3.0,2.0,m²,House,2014-03-03, Sunnybank,597300.0,620.0,2014
"7 Renniks Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-116212607,https://i2.au.reastatic.net/340x64/02e5daf998da35218a6c3b3a0565ce1f328a158e41712f9e0030ade93ae92de2/logo.jpg,unknown,unknown,Sold,4.0,1.0,1.0,m²,House,2014-03-01, Sunnybank,560000.0,594.0,2014
"16 Gaddes Place, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-115886203,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,unknown,unknown,Sold,3.0,1.0,2.0,m²,House,2014-02-15, Sunnybank,420500.0,651.0,2014
"12 Milbong Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-115247483,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,unknown,unknown,Sold,4.0,2.0,0.0,m²,House,2014-02-04, Sunnybank,630000.0,0.0,2014
"6 Minden Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-114978571,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,unknown,unknown,Sold,3.0,1.0,1.0,m²,House,2013-10-09, Sunnybank,510000.0,0.0,2013
"7 Woff Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-113370859,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,unknown,unknown,Sold,3.0,2.0,4.0,m²,House,2013-10-01, Sunnybank,470000.0,0.0,2013
"189 Station Road, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-114663595,unknown,unknown,unknown,Sold,4.0,2.0,2.0,m²,House,2013-08-14, Sunnybank,780000.0,1024.0,2013
"21 Arcoona St, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-113870387,https://i2.au.reastatic.net/340x64/530f4c9b8f30b72e42e960cdf8d1a22a8d19ac590650f2afffd2c7fe69f71616/logo.gif,unknown,unknown,Sold,3.0,2.0,1.0,m²,House,2013-07-23, Sunnybank,545000.0,564.0,2013
"148 Dixon Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-113864835,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,unknown,unknown,Sold,4.0,2.0,1.0,m²,House,2013-07-16, Sunnybank,480000.0,571.0,2013
"19 Pengana Street, Sunnybank",https://www.realestate.com.au/sold/property-house-qld-sunnybank-113930443,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,unknown,unknown,Sold,3.0,1.0,2.0,m²,House,2013-06-29, Sunnybank,455000.0,0.0,2013
"18 Seafern Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134753410,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,Simon Au,https://i2.au.reastatic.net/150x200/6ba7ceb98ad23223a0789aaf7729e20d0baf8a52b61ef8c12ae591212996d0da/main.jpg,Sold,3.0,2.0,4.0,m²,House,2020-11-30, Sunnybank Hills,669000.0,647.0,2020
"12 Dumaresq Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134240310,https://i2.au.reastatic.net/340x64/4252dc29805927c5efdae5c9cfbd12b6a12dbe3323a7d42dc635456ee4a03799/logo.jpg,BROOKE COLLEDGE,https://i2.au.reastatic.net/150x200/25fd6cc6394ddf829482350e6a8035684cb54527567d7aa3e7170441910c17d4/main.jpg,Sold,3.0,2.0,3.0,m²,House,2020-11-28, Sunnybank Hills,630000.0,683.0,2020
"42 Marong St, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134634426,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,Simon Au,https://i2.au.reastatic.net/150x200/6ba7ceb98ad23223a0789aaf7729e20d0baf8a52b61ef8c12ae591212996d0da/main.jpg,Sold,4.0,2.0,3.0,m²,House,2020-11-12, Sunnybank Hills,810000.0,959.0,2020
"31 Pompadour Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134406982,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,Simon Au,https://i2.au.reastatic.net/150x200/6ba7ceb98ad23223a0789aaf7729e20d0baf8a52b61ef8c12ae591212996d0da/main.jpg,Sold,5.0,3.0,2.0,m²,House,2020-11-12, Sunnybank Hills,780000.0,689.0,2020
"17 Lynelle Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134302586,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Owen Chen,https://i2.au.reastatic.net/150x200/a8b36d058103a0a238322f816843e062ddbc23c08471450ee4ff93f35fb0731f/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-11-09, Sunnybank Hills,845000.0,600.0,2020
"26 Excelsa Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134329426,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Wayne Morgan,https://i2.au.reastatic.net/150x200/fafc9e5ef13113b2dd5b4787478421b9b80c2bb127bbfe413f3e844f6feabfd8/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-11-05, Sunnybank Hills,675000.0,713.0,2020
"17 Merriwa Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134564678,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Helen Telfer,https://i2.au.reastatic.net/150x200/cb72db503ed1b05c107ad3e9df38eeb96700909570a0c26c814d81b6606e9581/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-11-03, Sunnybank Hills,657500.0,664.0,2020
"19 Clovelly Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134451438,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,Sameer Gutta,https://i2.au.reastatic.net/150x200/f2940d3628a57e226f82d229b8a2767745b956b75d2bd041d447e12d2bf2c9d7/main.jpg,Sold,3.0,1.0,2.0,m²,House,2020-11-02, Sunnybank Hills,460000.0,703.0,2020
"47 Jackson Road, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133094290,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Shirley Chow,https://i2.au.reastatic.net/150x200/bc0c32160b560b8559d7868d205f7fa1afb5f55132106e4110d75e27b39cd20c/main.jpg,Sold,4.0,2.0,5.0,m²,House,2020-10-26, Sunnybank Hills,530000.0,629.0,2020
"4/8 Charnwood Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-townhouse-qld-sunnybank+hills-134165934,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Darren Bonehill,https://i2.au.reastatic.net/150x200/be8d94eb60cfdb7728f28b5933a7aa92357d7262abea2e88c752eae591dd6424/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-10-22, Sunnybank Hills,370000.0,153.0,2020
"74/45 Farne Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-townhouse-qld-sunnybank+hills-134472458,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Shirley Chow,https://i2.au.reastatic.net/150x200/bc0c32160b560b8559d7868d205f7fa1afb5f55132106e4110d75e27b39cd20c/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-10-21, Sunnybank Hills,345000.0,193.0,2020
"39 Goorong Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134435578,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Shirley Chow,https://i2.au.reastatic.net/150x200/bc0c32160b560b8559d7868d205f7fa1afb5f55132106e4110d75e27b39cd20c/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-10-13, Sunnybank Hills,570000.0,599.0,2020
"1/76 Symons Road, Sunnybank Hills",https://www.realestate.com.au/sold/property-townhouse-qld-sunnybank+hills-134063262,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,John Heng,https://i2.au.reastatic.net/150x200/b844c2a385816ce76e1e55a9f2e4e6050e84e96603b3324546edcaa0e4c5450b/main.jpg,Sold,4.0,2.0,2.0,m²,Townhouse,2020-10-13, Sunnybank Hills,500000.0,344.0,2020
"5 Iowa Court, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134076978,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Stuart Collins,https://i2.au.reastatic.net/150x200/9c1ed538739d8d5310e4104e4f66778279e86df438caf4ffb5d13e3d42630161/main.jpg,Sold,5.0,3.0,2.0,m²,House,2020-10-12, Sunnybank Hills,758000.0,776.0,2020
"23 Excelsa Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133458670,https://i2.au.reastatic.net/340x64/42b24bcb2657389655afd98065a08fb36be99b34db657f2817000cb15d0764c8/logo.jpg,Cherelle Taylor,https://i2.au.reastatic.net/150x200/b0147cc21ed329ffdd35d5a5653e410765ca052d8be5db3a599fa91a6baae954/main.jpg,Sold,4.0,3.0,5.0,m²,House,2020-10-06, Sunnybank Hills,655000.0,683.0,2020
"18 Tuckeroo Place, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133697090,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Alex Fan,https://i2.au.reastatic.net/150x200/89ea9dc363279d17c57260f549b1fdf2309b4a1f61ed583a317491b39fe38fc8/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-10-06, Sunnybank Hills,600000.0,646.0,2020
"26 Marong Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134371334,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Shirley Chow,https://i2.au.reastatic.net/150x200/bc0c32160b560b8559d7868d205f7fa1afb5f55132106e4110d75e27b39cd20c/main.jpg,Sold,4.0,1.0,2.0,m²,House,2020-10-06, Sunnybank Hills,575000.0,603.0,2020
"136 Morden Road, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133796590,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kevin Ahn,https://i2.au.reastatic.net/150x200/d849b139063285a99a01c50c55accb7a9d241a952f170a87663acc16034f0d97/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-10-04, Sunnybank Hills,415000.0,405.0,2020
"480 Gowan Road, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134134506,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Martin Ma,https://i2.au.reastatic.net/150x200/5de845c8c3f1f16d54e4c8f0079deb64b90a1cf8cf053f3e777e965972949af1/main.jpg,Sold,4.0,1.0,2.0,m²,House,2020-10-03, Sunnybank Hills,470000.0,405.0,2020
"128 The Avenue, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134176830,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,John Heng,https://i2.au.reastatic.net/150x200/b844c2a385816ce76e1e55a9f2e4e6050e84e96603b3324546edcaa0e4c5450b/main.jpg,Sold,6.0,6.0,3.0,m²,House,2020-10-01, Sunnybank Hills,1770000.0,700.0,2020
"6 Megan Court, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134237506,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Jonathan Law,https://i2.au.reastatic.net/150x200/05a358c7357be7fd5e5a80d5df4f4ff05e904af8977c63b043eb6f522e5b862b/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-09-30, Sunnybank Hills,700000.0,703.0,2020
"35 Pompadour Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133591598,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Shirley Chow,https://i2.au.reastatic.net/150x200/bc0c32160b560b8559d7868d205f7fa1afb5f55132106e4110d75e27b39cd20c/main.jpg,Sold,6.0,3.0,2.0,m²,House,2020-09-28, Sunnybank Hills,820888.0,644.0,2020
"11 Indiana Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133935902,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Owen Chen,https://i2.au.reastatic.net/150x200/a8b36d058103a0a238322f816843e062ddbc23c08471450ee4ff93f35fb0731f/main.jpg,Sold,5.0,3.0,2.0,m²,House,2020-09-25, Sunnybank Hills,801800.0,831.0,2020
"19 Cromer Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134158614,https://i2.au.reastatic.net/340x64/874f4a3f3760a236f44a0d113090f1fce4873f62e869119e2fbc495d37fc5b91/logo.jpg,Mansur Omar,https://i2.au.reastatic.net/150x200/efbc1cee013afe595c05e605af7269529467c8d28f3e03881ab4ee19cab4202c/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-09-21, Sunnybank Hills,480000.0,405.0,2020
"8 Narell Court, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133929450,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Shirley Chow,https://i2.au.reastatic.net/150x200/bc0c32160b560b8559d7868d205f7fa1afb5f55132106e4110d75e27b39cd20c/main.jpg,Sold,5.0,2.0,2.0,m²,House,2020-09-18, Sunnybank Hills,950000.0,1032.0,2020
"23 Alphitonia Crescent, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133468718,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Jonathan Law,https://i2.au.reastatic.net/150x200/05a358c7357be7fd5e5a80d5df4f4ff05e904af8977c63b043eb6f522e5b862b/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-09-12, Sunnybank Hills,785000.0,703.0,2020
"39 Pompadour Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133750982,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Shirley Chow,https://i2.au.reastatic.net/150x200/bc0c32160b560b8559d7868d205f7fa1afb5f55132106e4110d75e27b39cd20c/main.jpg,Sold,4.0,3.0,2.0,m²,House,2020-09-07, Sunnybank Hills,722000.0,618.0,2020
"52 Alphitonia Crescent, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134142486,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Jonathan Law,https://i2.au.reastatic.net/150x200/05a358c7357be7fd5e5a80d5df4f4ff05e904af8977c63b043eb6f522e5b862b/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-09-04, Sunnybank Hills,828000.0,800.0,2020
"118 Stones Road, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133877642,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Terence Tang,https://i2.au.reastatic.net/150x200/c8fe39cce28cc02575442fffedbd51ebfe8d07a1eff8027cc62d8ceb8e391b63/main.jpg,Sold,3.0,2.0,3.0,m²,House,2020-09-03, Sunnybank Hills,538000.0,655.0,2020
"27/69 Stones Road, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134102970,https://i2.au.reastatic.net/340x64/f20cdc0bda3f1fdd62260d145360671405e84165e6ed199cca398beac871295e/logo.jpg,Lorie Gonzalez,https://i2.au.reastatic.net/150x200/8d6128c91b860bc545a3310025bcc8a7f493d6fd488b967cb3cb47008f228435/main.jpg,Sold,2.0,1.0,2.0,m²,House,2020-09-03, Sunnybank Hills,270000.0,0.0,2020
"6 Peppercorn Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133173606,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Kevin Chiu,https://i2.au.reastatic.net/150x200/8ea9bb76ff004a1127dffc8c88ef69cd252dcaf78fae79c5a85aff9867954f35/main.jpg,Sold,4.0,3.0,2.0,m²,House,2020-08-31, Sunnybank Hills,762500.0,598.0,2020
"78 Goman St, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134114058,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ben Leong,https://i2.au.reastatic.net/150x200/75639b1b350d994facd4e2cd6247657840bb701f0567906f9b01a72ee72e2b80/main.jpg,Sold,3.0,2.0,1.0,m²,House,2020-08-31, Sunnybank Hills,567000.0,665.0,2020
"123 Chilton Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133566666,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-08-31, Sunnybank Hills,420000.0,546.0,2020
"19 Driftwood Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134087718,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Shirley Chow,https://i2.au.reastatic.net/150x200/bc0c32160b560b8559d7868d205f7fa1afb5f55132106e4110d75e27b39cd20c/main.jpg,Sold,4.0,3.0,2.0,m²,House,2020-08-27, Sunnybank Hills,740888.0,707.0,2020
"21 Furorie Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-128638050,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Jonathan Law,https://i2.au.reastatic.net/150x200/05a358c7357be7fd5e5a80d5df4f4ff05e904af8977c63b043eb6f522e5b862b/main.jpg,Sold,5.0,2.0,2.0,m²,House,2020-08-26, Sunnybank Hills,691000.0,664.0,2020
"1 MANZILL STREET, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-134027718,https://i2.au.reastatic.net/340x64/f4011f67b87f98df550e75d8fdc985ae630102b7ea1c29697c5e985c1367bcf8/logo.jpg,Donna Mills Properties,https://i2.au.reastatic.net/150x200/b38fb68a078d21cef18059aa6154fe086f7353f90922395e53c75a0d44c8120c/main.jpg,Sold,4.0,3.0,5.0,m²,House,2020-08-24, Sunnybank Hills,715000.0,667.0,2020
"12 Aratula Street, Sunnybank Hills",https://www.realestate.com.au/sold/property-house-qld-sunnybank+hills-133915426,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kevin Ahn,https://i2.au.reastatic.net/150x200/d849b139063285a99a01c50c55accb7a9d241a952f170a87663acc16034f0d97/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-08-21, Sunnybank Hills,468000.0,546.0,2020
