Address,Property_Info,Agent_logo,Agent,Agent_photo,Status,Bedrooms,Bathrooms,Car_park,Size_unit,Type,Sold_date,Suburb,Price,Size,Sold_year
"58 Dalmeny Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134954518,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Michelle Huston & Mark Kearns,https://i2.au.reastatic.net/150x200/8a5badd53f07ce76b47b57eae29859b7f95f6d303cd5ffcd19f9fcb8e3ef7b79/main.jpg,Sold,2.0,2.0,2.0,m²,House,2020-12-15, Algester,700000.0,549.0,2020
"162 Delathin Road, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134552078,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,JJ Macalino,https://i2.au.reastatic.net/150x200/ff4dfb2ff3dfb7b697b95528d13488de1e9bb4b7c3161609189e80a8926383a1/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-12-11, Algester,600000.0,570.0,2020
"20 Springwater Place, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134593030,https://i2.au.reastatic.net/340x64/adf93bc0d605e8633087ff6c0dd6cc7f4b72a2fb1a9c1cce4ee92b35d25d5a27/logo.jpg,Andrea Manson,https://i2.au.reastatic.net/150x200/d84dba87121258fcbe16e16964a8fdcfdffc8d25d9251dad2e3a8d3b102bee39/main.jpg,Sold,4.0,3.0,2.0,m²,House,2020-12-11, Algester,577800.0,604.0,2020
"8 Limewood Place, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134677090,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Gonnie Nahar,https://i2.au.reastatic.net/150x200/4b77daff58570d683861392867531fc6f0811c0323670d20e9620558abdfa930/main.jpg,Sold,3.0,1.0,3.0,m²,House,2020-12-08, Algester,515100.0,597.0,2020
"27 Owenia Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134593074,https://i2.au.reastatic.net/340x64/adf93bc0d605e8633087ff6c0dd6cc7f4b72a2fb1a9c1cce4ee92b35d25d5a27/logo.jpg,Andrea Manson,https://i2.au.reastatic.net/150x200/d84dba87121258fcbe16e16964a8fdcfdffc8d25d9251dad2e3a8d3b102bee39/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-12-04, Algester,546500.0,639.0,2020
"37 Owenia Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134633602,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Jason Song,https://i2.au.reastatic.net/150x200/486f78bcd2dbd6b3d6ea693e89b0fa02b17dad40b1a666cb1ea6ea0d9fdf378d/main.jpg,Sold,3.0,1.0,2.0,m²,House,2020-12-01, Algester,480000.0,639.0,2020
"5 Daphine Place, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134652010,https://i2.au.reastatic.net/340x64/adf93bc0d605e8633087ff6c0dd6cc7f4b72a2fb1a9c1cce4ee92b35d25d5a27/logo.jpg,Andrea Manson,https://i2.au.reastatic.net/150x200/d84dba87121258fcbe16e16964a8fdcfdffc8d25d9251dad2e3a8d3b102bee39/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-11-30, Algester,535000.0,567.0,2020
"31 Collina Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134642366,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,Simon Au,https://i2.au.reastatic.net/150x200/6ba7ceb98ad23223a0789aaf7729e20d0baf8a52b61ef8c12ae591212996d0da/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-11-16, Algester,490000.0,610.0,2020
"44 Dalmeny Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133243870,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Gonnie Nahar,https://i2.au.reastatic.net/150x200/4b77daff58570d683861392867531fc6f0811c0323670d20e9620558abdfa930/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-11-12, Algester,549000.0,551.0,2020
"16 Carribin Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134419298,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxNzAiIGhlaWdodD0iMzIiPjwvc3ZnPgo=",Lynda Simpson,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMjAiIGhlaWdodD0iMTYwIj48L3N2Zz4K",Sold,4.0,2.0,3.0,m²,House,2020-11-07, Algester,539999.0,660.0,2020
"11 Owenia Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134634510,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Martin Ma,https://i2.au.reastatic.net/150x200/5de845c8c3f1f16d54e4c8f0079deb64b90a1cf8cf053f3e777e965972949af1/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-10-30, Algester,575000.0,653.0,2020
"6 Muskwood Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134454566,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Geoff Sellars,https://i2.au.reastatic.net/150x200/2d4d306d7c8babb4f50f1bbc409204004326e9a92d3fb8d88b8d339a0a175893/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-10-30, Algester,465000.0,549.0,2020
"15/18 Ackama Street, Algester",https://www.realestate.com.au/sold/property-townhouse-qld-algester-134473138,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,Brad Sissons,https://i2.au.reastatic.net/150x200/34b770ac2cad166439b13557cf4d23c4790d6e3c356946b2e4216e3ddb2a25a1/main.jpg,Sold,3.0,2.0,2.0,m²,Townhouse,2020-10-29, Algester,316000.0,0.0,2020
"193 Algester Rd, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134157830,https://i2.au.reastatic.net/340x64/8dcd457afb71fc0271362d1fe85b9cb53a5b874e11c0f6101a7fa067aee4670e/logo.gif,Cheryl Paradise,https://i2.au.reastatic.net/150x200/7715c55b25b032f2e1e9861ce882013d67b75a8462639c99b292ad0c03529d79/main.jpg,Sold,3.0,1.0,2.0,m²,House,2020-10-22, Algester,530000.0,607.0,2020
"19/109 Dalmeny Street, Algester",https://www.realestate.com.au/sold/property-townhouse-qld-algester-134453990,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,Simon Au & Edison Cui,https://i2.au.reastatic.net/150x200/7a4eda10303b159e1a24589aac9b24fafdbb547b72616f65060c92b1cf842db9/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-10-22, Algester,356500.0,0.0,2020
"36 Tingiringi Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134348118,https://i2.au.reastatic.net/340x64/adf93bc0d605e8633087ff6c0dd6cc7f4b72a2fb1a9c1cce4ee92b35d25d5a27/logo.jpg,Andrea Manson,https://i2.au.reastatic.net/150x200/d84dba87121258fcbe16e16964a8fdcfdffc8d25d9251dad2e3a8d3b102bee39/main.jpg,Sold,4.0,2.0,3.0,m²,House,2020-10-21, Algester,620000.0,668.0,2020
"60 Silkwood Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134483318,https://i2.au.reastatic.net/340x64/91a8160f9d13c61b4dd5eab708a70e8fc0f390082208f2e1191fa2e8af00f043/logo.jpg,CHRIS GILMOUR,https://i2.au.reastatic.net/150x200/ced4ae18be2c6c9df975e0f56ac9657e2860bd7b6feac16a07b8d86897c16221/main.jpg,Sold,3.0,2.0,1.0,m²,House,2020-10-15, Algester,495000.0,707.0,2020
"27 Satinwood Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133117734,https://i2.au.reastatic.net/340x64/7f0b88f7ac3214435154340783c9d63880b9351a4835900828ce8ea4262ffad5/logo.jpg,Lachlan Tanzer,https://i2.au.reastatic.net/150x200/bcdb56fbd72e46eebdd4d4b3ff9b180830a948314060952ec907a8516928fe19/main.jpg,Sold,3.0,2.0,4.0,m²,House,2020-10-09, Algester,585000.0,683.0,2020
"38 Silkwood Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-130842914,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxNzAiIGhlaWdodD0iMzIiPjwvc3ZnPgo=",Andrea Manson,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMjAiIGhlaWdodD0iMTYwIj48L3N2Zz4K",Sold,3.0,1.0,2.0,m²,House,2020-10-06, Algester,447000.0,546.0,2020
"37/11 Penny Street, Algester",https://www.realestate.com.au/sold/property-townhouse-qld-algester-134140106,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kevin Ahn,https://i2.au.reastatic.net/150x200/d849b139063285a99a01c50c55accb7a9d241a952f170a87663acc16034f0d97/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-10-02, Algester,288000.0,217.0,2020
"34 Owenia Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134401654,https://i2.au.reastatic.net/340x64/91a8160f9d13c61b4dd5eab708a70e8fc0f390082208f2e1191fa2e8af00f043/logo.jpg,EMMA WALTER,https://i2.au.reastatic.net/150x200/e4191f782b642128f19c7844ca55c95fb1332b79f183976a85bae5384537fe28/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-10-01, Algester,620000.0,630.0,2020
"17/5 Woodland Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134144954,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Gonnie Nahar,https://i2.au.reastatic.net/150x200/4b77daff58570d683861392867531fc6f0811c0323670d20e9620558abdfa930/main.jpg,Sold,5.0,2.0,3.0,m²,House,2020-09-28, Algester,570000.0,582.0,2020
"4 Corkwood Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133877594,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Karl Gillespie,https://i2.au.reastatic.net/150x200/f5e6d6853b48b6a024fda5d0155ba60e23475aebca7fba76f281a8b7462d9b85/main.jpg,Sold,5.0,2.0,3.0,m²,House,2020-09-24, Algester,555000.0,607.0,2020
"29 Millbend Crescent, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134062198,https://i2.au.reastatic.net/340x64/adf93bc0d605e8633087ff6c0dd6cc7f4b72a2fb1a9c1cce4ee92b35d25d5a27/logo.jpg,Andrea Manson,https://i2.au.reastatic.net/150x200/d84dba87121258fcbe16e16964a8fdcfdffc8d25d9251dad2e3a8d3b102bee39/main.jpg,Sold,4.0,2.0,3.0,m²,House,2020-09-23, Algester,612500.0,699.0,2020
"11 Mundalla Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134288522,https://i2.au.reastatic.net/340x64/91a8160f9d13c61b4dd5eab708a70e8fc0f390082208f2e1191fa2e8af00f043/logo.jpg,CHRIS GILMOUR,https://i2.au.reastatic.net/150x200/ced4ae18be2c6c9df975e0f56ac9657e2860bd7b6feac16a07b8d86897c16221/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-09-23, Algester,422700.0,627.0,2020
"96 Ackama Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133637194,https://i2.au.reastatic.net/340x64/adf93bc0d605e8633087ff6c0dd6cc7f4b72a2fb1a9c1cce4ee92b35d25d5a27/logo.jpg,Andrea Manson,https://i2.au.reastatic.net/150x200/d84dba87121258fcbe16e16964a8fdcfdffc8d25d9251dad2e3a8d3b102bee39/main.jpg,Sold,3.0,2.0,3.0,m²,House,2020-09-11, Algester,585000.0,676.0,2020
"38 Tingiringi Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134239626,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Andrew Boman,https://i2.au.reastatic.net/150x200/e45fc8b544c1bf8bc4b0719b2009ed81cce324698c2869d1894b3af6f639f3cd/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-09-11, Algester,501000.0,668.0,2020
"32 Lancewood Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133873018,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,Brad Sissons,https://i2.au.reastatic.net/150x200/34b770ac2cad166439b13557cf4d23c4790d6e3c356946b2e4216e3ddb2a25a1/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-09-08, Algester,505000.0,607.0,2020
"64 Laurel Oak Drive, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134146890,https://i2.au.reastatic.net/340x64/91a8160f9d13c61b4dd5eab708a70e8fc0f390082208f2e1191fa2e8af00f043/logo.jpg,ILS TOWNLEY,https://i2.au.reastatic.net/150x200/94e3d681df284292bc483043333e52fd76fd829ea26953a516bb200c56f97e5b/main.jpg,Sold,5.0,3.0,2.0,m²,House,2020-09-07, Algester,700000.0,1027.0,2020
"57 Ackama Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133921758,https://i2.au.reastatic.net/340x64/adf93bc0d605e8633087ff6c0dd6cc7f4b72a2fb1a9c1cce4ee92b35d25d5a27/logo.jpg,Andrea Manson,https://i2.au.reastatic.net/150x200/d84dba87121258fcbe16e16964a8fdcfdffc8d25d9251dad2e3a8d3b102bee39/main.jpg,Sold,3.0,1.0,3.0,m²,House,2020-09-07, Algester,560000.0,644.0,2020
"6 Touriga Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-132760846,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Lynda Simpson,https://i2.au.reastatic.net/150x200/c00ac8796c26db6ab6c9a41d01efef8fff3ea20d927b3ecb71aaa564a7a80564/main.jpg,Sold,5.0,2.0,2.0,m²,House,2020-09-07, Algester,525000.0,828.0,2020
"44 Mount D'aguilar Crescent, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134081858,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Martin Ma,https://i2.au.reastatic.net/150x200/5de845c8c3f1f16d54e4c8f0079deb64b90a1cf8cf053f3e777e965972949af1/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-09-06, Algester,640000.0,600.0,2020
"7 Hillianna Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133577610,https://i2.au.reastatic.net/340x64/3405c11450db7d05fb8859f671194fdadb368b3bffe843fd01965710118c0977/logo.jpg,Zac Daynes,https://i2.au.reastatic.net/150x200/20ff178deba72e322de70bcddc38b290b842fda543f91f967256edae6bbe7861/main.jpg,Sold,3.0,1.0,1.0,m²,House,2020-08-28, Algester,448000.0,569.0,2020
"11 Winifred Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133897950,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Jason Song,https://i2.au.reastatic.net/150x200/486f78bcd2dbd6b3d6ea693e89b0fa02b17dad40b1a666cb1ea6ea0d9fdf378d/main.jpg,Sold,5.0,2.0,2.0,m²,House,2020-08-24, Algester,718000.0,500.0,2020
"387 Algester Road, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133834738,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Lynda Simpson,https://i2.au.reastatic.net/150x200/c00ac8796c26db6ab6c9a41d01efef8fff3ea20d927b3ecb71aaa564a7a80564/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-08-21, Algester,540000.0,600.0,2020
"3 Lynx Court, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133716674,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Lynda Simpson,https://i2.au.reastatic.net/150x200/c00ac8796c26db6ab6c9a41d01efef8fff3ea20d927b3ecb71aaa564a7a80564/main.jpg,Sold,4.0,2.0,3.0,m²,House,2020-08-10, Algester,588000.0,711.0,2020
"22 Hinterland Crescent, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-134000182,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,Darren Clark,https://i2.au.reastatic.net/150x200/4a57d43a52e0a0c11d4ab9f24db80fc8033b8424f1f3fe498b64dc985978cc4f/main.jpg,Sold,4.0,2.0,4.0,m²,House,2020-08-10, Algester,565000.0,458.0,2020
"11 Bartle Frere Crescent, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133372750,https://i2.au.reastatic.net/340x64/4252dc29805927c5efdae5c9cfbd12b6a12dbe3323a7d42dc635456ee4a03799/logo.jpg,Lindsay Battley,https://i2.au.reastatic.net/150x200/12a48c1909c6e5a077cfcb6612f3216aa13f477d69923a1eaf84966ee074cdfa/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-08-10, Algester,470000.0,455.0,2020
"17/11 Penny Street, Algester",https://www.realestate.com.au/sold/property-townhouse-qld-algester-133995718,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Michael Mau,https://i2.au.reastatic.net/150x200/1f91dd10c928b4c0b4aefdf6f1a2ee3211f28de6d5e5710b92a346481b7c2844/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-08-05, Algester,290000.0,0.0,2020
"12 Flindosy Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133552322,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Peter Florentzos,https://i2.au.reastatic.net/150x200/84ea12367769ad5dbeb41bbefb7309721995ae91c7f6a2b1a5020cd2fc86afde/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-06-30, Algester,525000.0,550.0,2020
"65 Kulcha Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133459434,https://i2.au.reastatic.net/340x64/5bfcf231765db34925503c00c402a4dcf76c9f70e4cadad99d81ce8a4b635137/logo.jpg,Adam Muntazir,https://i2.au.reastatic.net/150x200/3e0a4eb5d1e0b613b07c15ac40c8834a75361e1fb247fdf8885b09fdd1f4f975/main.jpg,Sold,4.0,2.0,1.0,m²,House,2020-06-19, Algester,490000.0,746.0,2020
"43 Quintinia Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133415398,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Lynda Simpson,https://i2.au.reastatic.net/150x200/c00ac8796c26db6ab6c9a41d01efef8fff3ea20d927b3ecb71aaa564a7a80564/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-06-16, Algester,500000.0,572.0,2020
"53 Basswood Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133024098,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Gonnie Nahar,https://i2.au.reastatic.net/150x200/4b77daff58570d683861392867531fc6f0811c0323670d20e9620558abdfa930/main.jpg,Sold,4.0,2.0,1.0,m²,House,2020-06-12, Algester,526000.0,642.0,2020
"16 Bridelia Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133576174,https://i2.au.reastatic.net/340x64/adf93bc0d605e8633087ff6c0dd6cc7f4b72a2fb1a9c1cce4ee92b35d25d5a27/logo.jpg,Andrea Manson,https://i2.au.reastatic.net/150x200/d84dba87121258fcbe16e16964a8fdcfdffc8d25d9251dad2e3a8d3b102bee39/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-06-03, Algester,550000.0,827.0,2020
"5 Corkwood Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133246710,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Karl Gillespie,https://i2.au.reastatic.net/150x200/f5e6d6853b48b6a024fda5d0155ba60e23475aebca7fba76f281a8b7462d9b85/main.jpg,Sold,3.0,2.0,4.0,m²,House,2020-05-27, Algester,660000.0,665.0,2020
"9/157 Dalmeny Street, Algester",https://www.realestate.com.au/sold/property-townhouse-qld-algester-133058362,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Tony Jin,https://i2.au.reastatic.net/150x200/0336517b867a418d744c8d0fa7d189667784596dbddbbd778280765da672feaf/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-05-20, Algester,300000.0,0.0,2020
"10 Litsea Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133013082,https://i2.au.reastatic.net/340x64/91a8160f9d13c61b4dd5eab708a70e8fc0f390082208f2e1191fa2e8af00f043/logo.jpg,EMMA WALTER,https://i2.au.reastatic.net/150x200/e4191f782b642128f19c7844ca55c95fb1332b79f183976a85bae5384537fe28/main.jpg,Sold,3.0,2.0,1.0,m²,House,2020-05-12, Algester,457000.0,608.0,2020
"7 Forest Court, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133284494,https://i2.au.reastatic.net/340x64/91a8160f9d13c61b4dd5eab708a70e8fc0f390082208f2e1191fa2e8af00f043/logo.jpg,ILS TOWNLEY,https://i2.au.reastatic.net/150x200/94e3d681df284292bc483043333e52fd76fd829ea26953a516bb200c56f97e5b/main.jpg,Sold,4.0,3.0,2.0,m²,House,2020-05-10, Algester,585000.0,675.0,2020
"5 Collina Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133317626,https://i2.au.reastatic.net/340x64/23f9286122ee806198a1fd2c9b18994d058235263833ab8e478198c80b6550d2/logo.jpg,Steven Cotter,https://i2.au.reastatic.net/150x200/f71a654f408d1aee205a03c2c52825cee0cfe3b791382a82dcbb837fed17e8ce/main.jpg,Sold,4.0,2.0,1.0,m²,House,2020-04-29, Algester,487000.0,601.0,2020
"26 Hinterland Crescent, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133164634,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kevin Ahn,https://i2.au.reastatic.net/150x200/d849b139063285a99a01c50c55accb7a9d241a952f170a87663acc16034f0d97/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-04-21, Algester,584200.0,856.0,2020
"49 Basswood St, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133194194,https://i2.au.reastatic.net/340x64/8dcd457afb71fc0271362d1fe85b9cb53a5b874e11c0f6101a7fa067aee4670e/logo.gif,Cheryl Paradise,https://i2.au.reastatic.net/150x200/7715c55b25b032f2e1e9861ce882013d67b75a8462639c99b292ad0c03529d79/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-04-20, Algester,513000.0,597.0,2020
"16 Dakar Road, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133277098,https://i2.au.reastatic.net/340x64/6a66c5c93704d07e536ba1df87956bb71c849e1593bb8e2ddc26451ca5e9a787/logo.jpg,unknown,unknown,Sold,4.0,2.0,2.0,m²,House,2020-04-17, Algester,580000.0,500.0,2020
"2/5 Spurwood Street, Algester",https://www.realestate.com.au/sold/property-unit-qld-algester-133069686,https://i2.au.reastatic.net/340x64/12413ba02257f6352476748ea790765886a2684246663c944c30b9fb499819da/logo.gif,Marvin Wong,https://i2.au.reastatic.net/150x200/9122fc53debeca7cfe979eb3748f114ee96d219b3d87a1dfe3e31f4cf2a1a117/main.jpg,Sold,2.0,1.0,1.0,m²,Unit,2020-04-14, Algester,240000.0,0.0,2020
"6 Jade Court, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-132922406,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Gonnie Nahar,https://i2.au.reastatic.net/150x200/4b77daff58570d683861392867531fc6f0811c0323670d20e9620558abdfa930/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-04-09, Algester,552000.0,500.0,2020
"12 Flindosy St, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133098930,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Peter Florentzos,https://i2.au.reastatic.net/150x200/84ea12367769ad5dbeb41bbefb7309721995ae91c7f6a2b1a5020cd2fc86afde/main.jpg,Sold,4.0,1.0,2.0,m²,House,2020-04-09, Algester,322000.0,550.0,2020
"5 Carribin Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-132859554,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Karl Gillespie,https://i2.au.reastatic.net/150x200/f5e6d6853b48b6a024fda5d0155ba60e23475aebca7fba76f281a8b7462d9b85/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-04-06, Algester,455000.0,551.0,2020
"54/11 Penny Street, Algester",https://www.realestate.com.au/sold/property-townhouse-qld-algester-133267990,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Michael Mau,https://i2.au.reastatic.net/150x200/1f91dd10c928b4c0b4aefdf6f1a2ee3211f28de6d5e5710b92a346481b7c2844/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-04-06, Algester,306500.0,0.0,2020
"199 Algester Road, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-133125898,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Martin Ma,https://i2.au.reastatic.net/150x200/5de845c8c3f1f16d54e4c8f0079deb64b90a1cf8cf053f3e777e965972949af1/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-04-04, Algester,490500.0,647.0,2020
"91 Silkwood Street, Algester",https://www.realestate.com.au/sold/property-house-qld-algester-132802594,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Lynda Simpson,https://i2.au.reastatic.net/150x200/c00ac8796c26db6ab6c9a41d01efef8fff3ea20d927b3ecb71aaa564a7a80564/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-04-01, Algester,475000.0,743.0,2020
