Address,Property_Info,Agent_logo,Agent,Agent_photo,Status,Price,Bedrooms,Bathrooms,Car_park,Size,Size_unit,Type,Sold_date
"8 Coral Gum Court, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-131619338,https://i2.au.reastatic.net/340x64/4252dc29805927c5efdae5c9cfbd12b6a12dbe3323a7d42dc635456ee4a03799/logo.jpg,Faraz Peyman,https://i2.au.reastatic.net/150x200/51439dbe736e205335fb3c4b5a3e535e63978652538d0edefe7cb6e460d7f707/main.jpg,Sold,"$650,000",3,2,4,820,m²,House,Sold on 24 Sep 2019
"19 Chesterfield Crescent, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-131541302,https://i2.au.reastatic.net/340x64/4252dc29805927c5efdae5c9cfbd12b6a12dbe3323a7d42dc635456ee4a03799/logo.jpg,Faraz Peyman,https://i2.au.reastatic.net/150x200/51439dbe736e205335fb3c4b5a3e535e63978652538d0edefe7cb6e460d7f707/main.jpg,Sold,"$555,000",3,2,6,802,m²,House,Sold on 23 Sep 2019
"7 Hockey Street, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-131848310,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Tony Jin,https://i2.au.reastatic.net/150x200/0336517b867a418d744c8d0fa7d189667784596dbddbbd778280765da672feaf/main.jpg,Sold,"$550,000",4,2,2,471,m²,House,Sold on 15 Sep 2019
"68 Valley Circuit, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-130987362,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Jackson Chow,https://i2.au.reastatic.net/150x200/4a6873ec60a3c421dadb9835ca1e139a3de77b6b3d1f5a181424e06a9896ff92/main.jpg,Sold,"$680,000",4,2,2,480,m²,House,Sold on 12 Sep 2019
"120 Chesterfield Crescent, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-131078474,https://i2.au.reastatic.net/340x64/5189ecc0d52fa13cb364635d9aeb8b628e45acfea27eb8a18e6d42cfc047cc2b/logo.jpg,Happy Helen,https://i2.au.reastatic.net/150x200/ea168175cc1ecd3e08f84c564db3832d8989da2338d3d75e7b53c7e089965630/main.jpg,Sold,"$680,000",4,2,2,"1,289",m²,House,Sold on 04 Sep 2019
"28 Pengam Street, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-130829970,https://i2.au.reastatic.net/340x64/91a8160f9d13c61b4dd5eab708a70e8fc0f390082208f2e1191fa2e8af00f043/logo.jpg,JUNAID ALLY,https://i2.au.reastatic.net/150x200/4f9883868ac42468f6195ef0ec74f8467a106540cb85b31803c6fcd8c38fb4a7/main.jpg,Sold,"$659,000",4,2,2,798,m²,House,Sold on 02 Aug 2019
"39 Beris Crescent, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-130741462,https://i2.au.reastatic.net/340x64/5189ecc0d52fa13cb364635d9aeb8b628e45acfea27eb8a18e6d42cfc047cc2b/logo.jpg,Happy Helen,https://i2.au.reastatic.net/150x200/ea168175cc1ecd3e08f84c564db3832d8989da2338d3d75e7b53c7e089965630/main.jpg,Sold,"$850,000",5,3,3,855,m²,House,Sold on 31 Jul 2019
"26 Oasis Crescent, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-131257226,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Zishaan Omar,https://i2.au.reastatic.net/150x200/69a4fec09f67030e7d7d0ddf31b84beb7c9fcfc1d6930e729d046deaf2a5f369/main.jpg,Sold,"$1,100,000",5,3,2,675,m²,House,Sold on 24 Jul 2019
"381 Millers Road, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-130934926,https://i2.au.reastatic.net/340x64/23f9286122ee806198a1fd2c9b18994d058235263833ab8e478198c80b6550d2/logo.jpg,Adam Scott,https://i2.au.reastatic.net/150x200/dfa54a9ad4d111cb269eb077b5ce3835223bb030a7902c7eeabb4167eca09290/main.jpg,Sold,"$822,000",5,3,4,"1,011",m²,House,Sold on 22 Jul 2019
"31 Keith Street, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-131065974,https://i2.au.reastatic.net/340x64/94a68dc77119e4fcd38eff2ce2d375ae09f70c4a0d0f8e0108111a0f883f7c4f/logo.jpg,Olive King,https://i2.au.reastatic.net/150x200/1ba60cf2cd8a8f954ecd4361da46d1446bed24e2f91d5b89290048261799c638/main.jpg,Sold,"$600,000",4,2,2,518,m²,House,Sold on 28 Jun 2019
"29 Allingham Street, Kuraby",https://www.realestate.com.au/sold/property-house-qld-kuraby-131014882,https://i2.au.reastatic.net/340x64/fc9783e9495aee1ec453817bc98354082178dc318104e42a04b9d51c44291711/logo.jpg,,,Sold,"$460,000",4,2,2,594,m²,House,Sold on 12 Jun 2019
